team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
CGY,2012,CGY,CGY,Team Level,other,48,0.56,0.49,0.49,5877.0,51.42,11.02,3.73,9.12,1.71,29.61,17.81,10.59,11.02,10.59,51.0,22.0,29.0,102.0,14.0,5.0,0.0,5.0,0.0,25.0,24.0,37.0,59.0,1.0,2.0,52.0,13.0,12.0,14.0,40.0,19.0,14.0,1.37,2.14,7.52,2.0,2.0,10.0,102.0,73.0,73.0,6.0,1.13,1.25,1.25,10.9,10.9,10.8,54.42,8.58,3.84,10.16,1.85,30.38,21.18,8.04,8.58,8.04,59.0,17.0,29.0,105.0,10.0,3.0,1.0,15.0,5.0,26.0,17.0,49.0,66.0,2.0,4.0,70.0,19.0,12.0,6.0,51.0,12.0,13.0,1.66,1.41,5.51,0.0,3.0,7.0,105.0,76.0,76.0,4.0,1.13,1.09,1.09,8.62,8.62,8.31
CGY,2012,CGY,CGY,Team Level,all,48,0.48,0.48,0.48,174070.0,1295.1,119.05,89.61,294.03,43.0,730.26,535.05,115.22,118.4,114.59,1293.0,518.0,629.0,2440.0,128.0,78.0,19.0,304.0,31.0,585.0,685.0,1165.0,1683.0,186.0,442.0,1403.0,935.0,342.0,418.0,1337.0,369.0,105.0,37.9,45.12,36.03,33.0,51.0,44.0,2417.97,1811.0,1800.15,228.0,19.63,18.89,19.46,119.21,118.58,116.78,1424.67,126.46,98.21,330.28,45.67,797.14,581.24,121.83,127.59,122.94,1413.0,566.0,699.0,2678.0,157.0,104.0,31.0,363.0,27.0,643.0,686.0,1256.0,1822.0,190.0,451.0,1605.0,892.0,333.0,410.0,1509.0,339.0,131.0,40.68,41.07,44.7,42.0,56.0,59.0,2708.5,1979.0,1995.07,272.0,21.45,23.15,24.95,122.97,123.88,121.49
CGY,2012,CGY,CGY,Team Level,5on5,48,0.48,0.47,0.47,139996.0,1042.14,85.08,69.07,245.02,34.85,582.09,439.91,82.72,84.43,82.08,1045.0,411.0,504.0,1960.0,83.0,63.0,15.0,256.0,26.0,457.0,571.0,962.0,1373.0,166.0,396.0,1115.0,858.0,282.0,340.0,1092.0,299.0,65.0,31.63,36.54,16.91,25.0,40.0,18.0,1937.97,1456.0,1445.15,197.0,14.2,13.74,14.01,85.27,84.63,83.59,1160.43,90.6,75.96,277.65,37.19,645.36,482.23,87.82,91.73,88.93,1138.0,471.0,568.0,2177.0,121.0,85.0,28.0,291.0,18.0,523.0,572.0,1017.0,1488.0,168.0,404.0,1237.0,820.0,276.0,318.0,1250.0,278.0,81.0,33.78,33.7,23.12,38.0,48.0,35.0,2207.5,1609.0,1625.07,221.0,15.62,17.44,19.11,87.12,88.03,86.68
CGY,2012,CGY,CGY,Team Level,4on5,48,0.08,0.11,0.11,13941.0,25.12,2.21,1.19,3.34,0.71,7.83,17.72,2.21,2.21,2.21,24.0,9.0,10.0,43.0,5.0,0.0,0.0,6.0,0.0,3.0,19.0,19.0,28.0,8.0,16.0,105.0,39.0,36.0,17.0,23.0,9.0,1.0,0.67,1.33,0.22,3.0,2.0,0.0,43.0,33.0,33.0,17.0,0.28,0.0,0.0,2.5,2.5,2.5,186.79,24.75,17.21,39.26,5.91,114.82,60.04,23.49,24.75,23.49,195.0,67.0,97.0,359.0,25.0,15.0,2.0,55.0,3.0,89.0,75.0,170.0,237.0,9.0,18.0,171.0,22.0,7.0,41.0,185.0,45.0,32.0,4.69,5.43,14.64,4.0,4.0,17.0,359.0,262.0,262.0,3.0,4.43,4.3,4.43,24.76,24.76,24.04
CGY,2012,CGY,CGY,Team Level,5on4,48,0.89,0.9,0.89,14256.0,176.42,20.75,15.62,36.56,5.74,110.73,59.61,19.7,20.75,19.7,173.0,76.0,86.0,335.0,26.0,10.0,4.0,37.0,5.0,100.0,71.0,147.0,223.0,11.0,28.0,131.0,25.0,12.0,47.0,182.0,42.0,25.0,4.25,5.12,11.38,3.0,7.0,16.0,335.0,249.0,249.0,8.0,4.02,3.91,4.21,20.55,20.55,19.9,23.04,2.52,1.19,3.19,0.71,6.59,17.79,2.48,2.52,2.48,21.0,11.0,5.0,37.0,1.0,1.0,0.0,2.0,1.0,5.0,22.0,20.0,31.0,11.0,25.0,127.0,31.0,38.0,45.0,23.0,4.0,5.0,0.56,0.54,1.43,0.0,1.0,0.0,37.0,32.0,32.0,44.0,0.27,0.32,0.32,2.47,2.47,2.47
CHI,2012,CHI,CHI,Team Level,other,48,0.62,0.52,0.53,5993.0,95.56,16.7,5.92,19.02,3.14,46.45,38.77,16.25,16.7,16.25,101.0,29.0,32.0,162.0,18.0,9.0,3.0,18.0,6.0,38.0,41.0,83.0,112.0,4.0,8.0,97.0,16.0,28.0,14.0,87.0,21.0,22.0,2.86,2.59,11.25,3.0,5.0,10.0,162.0,130.0,130.0,9.0,1.65,2.68,2.68,15.67,15.67,15.55,84.7,10.18,6.46,17.3,3.01,46.61,32.45,9.56,10.18,9.56,86.0,30.0,35.0,151.0,6.0,8.0,2.0,16.0,7.0,36.0,43.0,80.0,110.0,8.0,16.0,75.0,30.0,16.0,15.0,76.0,30.0,10.0,2.61,3.77,3.81,1.0,2.0,3.0,151.0,116.0,116.0,8.0,1.79,1.77,1.99,9.98,9.98,9.58
CHI,2012,CHI,CHI,Team Level,all,48,0.53,0.53,0.54,176725.0,1446.34,123.02,100.67,325.87,46.22,800.59,597.64,119.74,124.77,121.43,1494.0,500.0,692.0,2686.0,149.0,86.0,26.0,345.0,45.0,598.0,771.0,1345.0,1845.0,179.0,408.0,1436.0,840.0,467.0,345.0,1534.0,362.0,98.0,44.07,44.12,34.84,56.0,46.0,47.0,2748.41,1994.0,2037.03,236.0,21.91,19.18,19.18,125.75,127.34,125.69,1223.42,110.09,85.92,275.2,39.66,679.42,502.72,106.13,109.35,105.43,1258.0,435.0,652.0,2345.0,97.0,84.0,21.0,258.0,33.0,515.0,706.0,1161.0,1596.0,183.0,430.0,1392.0,1365.0,322.0,330.0,1274.0,316.0,103.0,36.44,38.28,35.36,29.0,32.0,36.0,2305.34,1693.0,1667.6,218.0,19.03,19.9,20.64,108.48,107.71,105.58
CHI,2012,CHI,CHI,Team Level,5on5,48,0.53,0.54,0.55,142156.0,1143.73,87.92,76.86,266.87,36.56,635.27,473.5,85.79,89.67,87.48,1179.0,398.0,540.0,2117.0,107.0,66.0,20.0,284.0,34.0,470.0,616.0,1072.0,1470.0,162.0,365.0,1095.0,783.0,363.0,281.0,1228.0,290.0,59.0,35.49,35.11,17.33,47.0,33.0,27.0,2179.41,1577.0,1620.03,196.0,15.82,14.27,14.27,89.47,91.06,89.97,936.47,77.02,63.13,217.58,30.27,516.04,386.97,74.64,76.29,73.94,966.0,325.0,503.0,1794.0,68.0,63.0,16.0,210.0,26.0,391.0,533.0,898.0,1223.0,156.0,368.0,1072.0,1245.0,266.0,271.0,979.0,247.0,65.0,28.73,29.86,18.42,24.0,24.0,20.0,1754.34,1291.0,1265.6,190.0,13.09,14.68,14.97,75.14,74.37,73.5
CHI,2012,CHI,CHI,Team Level,4on5,48,0.15,0.15,0.17,13520.0,39.53,3.52,1.79,5.69,1.16,11.28,28.56,3.32,3.52,3.32,40.0,12.0,8.0,60.0,5.0,3.0,1.0,7.0,1.0,3.0,33.0,35.0,47.0,7.0,17.0,110.0,24.0,63.0,28.0,40.0,7.0,5.0,1.07,1.0,1.44,2.0,1.0,2.0,60.0,52.0,52.0,28.0,0.41,0.71,0.71,3.23,3.23,3.21,173.31,19.61,14.74,36.83,5.64,108.6,61.59,18.74,19.61,18.74,176.0,71.0,104.0,351.0,18.0,11.0,2.0,30.0,0.0,84.0,104.0,158.0,229.0,13.0,31.0,133.0,20.0,12.0,25.0,192.0,32.0,23.0,4.41,3.67,11.53,2.0,5.0,11.0,351.0,247.0,247.0,2.0,3.78,2.94,3.17,20.22,20.22,19.38
CHI,2012,CHI,CHI,Team Level,5on4,48,0.82,0.88,0.86,15056.0,167.51,14.88,16.1,34.29,5.35,107.58,56.8,14.38,14.88,14.38,174.0,61.0,112.0,347.0,19.0,8.0,2.0,36.0,4.0,87.0,81.0,155.0,216.0,6.0,18.0,134.0,17.0,13.0,22.0,179.0,44.0,12.0,4.65,5.42,4.82,4.0,7.0,8.0,347.0,235.0,235.0,3.0,4.03,1.52,1.52,17.38,17.38,16.96,28.95,3.27,1.59,3.48,0.76,8.17,21.71,3.19,3.27,3.19,30.0,9.0,10.0,49.0,5.0,2.0,1.0,2.0,0.0,4.0,26.0,25.0,34.0,6.0,15.0,112.0,70.0,28.0,19.0,27.0,7.0,5.0,0.68,0.98,1.61,2.0,1.0,2.0,49.0,39.0,39.0,18.0,0.38,0.51,0.51,3.14,3.14,3.11
BOS,2012,BOS,BOS,Team Level,other,48,0.52,0.53,0.52,5936.0,89.91,17.97,5.42,17.0,2.79,44.67,37.15,17.2,17.97,17.2,83.0,42.0,46.0,171.0,15.0,4.0,2.0,23.0,3.0,38.0,42.0,68.0,110.0,6.0,12.0,95.0,28.0,22.0,14.0,75.0,24.0,26.0,2.57,2.86,12.53,3.0,2.0,10.0,171.0,125.0,125.0,4.0,1.47,0.75,0.75,18.69,18.69,17.92,83.79,16.55,5.98,14.94,2.69,44.58,30.25,16.31,16.55,16.31,85.0,30.0,38.0,153.0,13.0,3.0,2.0,12.0,2.0,34.0,51.0,72.0,102.0,9.0,16.0,73.0,32.0,14.0,14.0,61.0,34.0,20.0,1.87,4.0,10.68,1.0,2.0,10.0,153.0,115.0,115.0,4.0,1.7,0.88,1.43,16.83,16.83,16.67
BOS,2012,BOS,BOS,Team Level,all,48,0.53,0.53,0.53,175385.0,1551.7,139.98,100.93,357.07,51.07,850.02,668.94,135.66,141.25,136.91,1557.0,611.0,761.0,2929.0,127.0,90.0,25.0,364.0,53.0,711.0,823.0,1430.0,2041.0,210.0,520.0,1605.0,1200.0,278.0,402.0,1624.0,416.0,128.0,46.58,49.29,44.1,39.0,42.0,46.0,2971.05,2168.0,2195.81,181.0,21.82,19.55,20.37,141.43,142.67,140.03,1373.85,126.66,92.84,311.25,44.37,756.33,565.56,123.32,125.97,122.65,1374.0,523.0,650.0,2547.0,106.0,68.0,19.0,349.0,46.0,577.0,751.0,1268.0,1791.0,168.0,435.0,1241.0,1289.0,320.0,427.0,1411.0,365.0,121.0,39.75,44.22,42.7,34.0,29.0,43.0,2512.45,1897.0,1878.54,234.0,20.43,13.93,15.91,131.2,130.47,128.14
BOS,2012,BOS,BOS,Team Level,5on5,48,0.53,0.54,0.54,142306.0,1253.82,98.18,79.69,300.67,41.68,694.38,538.4,95.49,99.46,96.74,1260.0,493.0,641.0,2394.0,93.0,79.0,22.0,300.0,41.0,572.0,668.0,1167.0,1660.0,181.0,456.0,1233.0,1088.0,224.0,329.0,1346.0,332.0,75.0,38.46,39.3,20.42,33.0,35.0,25.0,2436.05,1753.0,1780.81,153.0,16.34,17.0,17.19,97.34,98.57,97.29,1086.83,87.21,70.11,257.58,35.26,590.64,451.2,85.06,86.52,84.39,1088.0,404.0,519.0,2011.0,74.0,59.0,16.0,299.0,35.0,449.0,576.0,1014.0,1418.0,141.0,376.0,970.0,1168.0,267.0,344.0,1133.0,281.0,78.0,32.21,34.08,20.91,29.0,23.0,22.0,1976.45,1492.0,1473.54,208.0,14.45,12.57,14.0,87.67,86.94,85.79
BOS,2012,BOS,BOS,Team Level,4on5,48,0.23,0.18,0.22,15470.0,52.05,5.97,2.59,6.51,1.46,14.71,40.77,5.74,5.97,5.74,56.0,16.0,5.0,77.0,3.0,3.0,1.0,5.0,1.0,20.0,40.0,53.0,69.0,10.0,20.0,152.0,61.0,24.0,24.0,47.0,18.0,7.0,1.15,2.35,2.46,1.0,1.0,1.0,77.0,72.0,72.0,19.0,0.6,0.98,0.98,5.59,5.59,5.57,178.23,20.27,15.43,35.64,5.71,114.48,62.46,19.32,20.27,19.32,169.0,85.0,86.0,340.0,17.0,6.0,1.0,33.0,9.0,89.0,100.0,152.0,237.0,11.0,23.0,131.0,32.0,15.0,50.0,190.0,43.0,21.0,4.77,5.09,10.42,4.0,3.0,10.0,340.0,254.0,254.0,7.0,3.98,0.48,0.48,23.77,23.77,22.76
BOS,2012,BOS,BOS,Team Level,5on4,48,0.87,0.87,0.86,11673.0,155.93,17.86,13.23,32.88,5.14,96.27,52.63,17.23,17.86,17.23,158.0,60.0,69.0,287.0,16.0,4.0,0.0,36.0,8.0,81.0,73.0,142.0,202.0,13.0,32.0,125.0,23.0,8.0,35.0,156.0,42.0,20.0,4.39,4.78,8.69,2.0,4.0,10.0,287.0,218.0,218.0,5.0,3.4,0.81,1.45,19.81,19.81,19.25,24.99,2.63,1.32,3.09,0.7,6.62,21.64,2.63,2.63,2.63,32.0,4.0,7.0,43.0,2.0,0.0,0.0,5.0,0.0,5.0,24.0,30.0,34.0,7.0,20.0,67.0,57.0,24.0,19.0,27.0,7.0,2.0,0.9,1.05,0.68,0.0,1.0,1.0,43.0,36.0,36.0,15.0,0.3,0.0,0.0,2.93,2.93,2.93
PIT,2012,PIT,PIT,Team Level,other,48,0.64,0.53,0.54,6747.0,90.09,20.5,6.13,15.79,3.06,50.93,29.58,19.46,20.5,19.46,87.0,39.0,39.0,165.0,20.0,4.0,1.0,18.0,1.0,52.0,31.0,67.0,106.0,4.0,8.0,90.0,27.0,9.0,20.0,68.0,30.0,28.0,2.18,3.9,14.42,3.0,5.0,12.0,165.0,126.0,126.0,7.0,1.89,1.81,1.81,20.58,20.58,19.63,77.09,11.56,6.08,14.59,2.76,46.32,26.69,10.77,11.56,10.77,73.0,35.0,40.0,148.0,11.0,7.0,4.0,11.0,5.0,36.0,38.0,62.0,97.0,5.0,10.0,75.0,25.0,11.0,20.0,71.0,25.0,12.0,2.76,3.12,5.69,0.0,3.0,8.0,148.0,108.0,108.0,7.0,1.82,2.86,2.86,10.52,10.52,9.89
